order_id,created_date,created_time,user_id,website_session_id,primary_product_id,items_purchased,price_usd,cogs_usd,discount_usd,shipping_method,delivery_date
38,2012-03-26,21:13:07,1121,1125,1,1,49.99,19.49,10.65,Express,2012-03-28
39,2012-03-27,15:18:43,1238,1243,1,1,49.99,19.49,0.0,Overnight,2012-03-28
40,2012-03-27,16:53:30,1251,1256,1,1,49.99,19.49,0.0,Express,2012-03-29
41,2012-03-28,08:30:06,1325,1330,1,1,49.99,19.49,4.17,Express,2012-03-30
42,2012-03-28,09:56:58,1337,1343,1,1,49.99,19.49,0.0,Standard,2012-04-03
43,2012-03-28,16:55:52,1412,1419,1,1,49.99,19.49,12.23,Standard,2012-04-03
44,2012-03-28,21:24:10,1447,1454,1,1,49.99,19.49,0.0,Standard,2012-04-02
45,2012-03-28,22:45:52,1456,1463,1,1,49.99,19.49,0.0,Standard,2012-04-04
46,2012-03-29,16:11:05,1574,1581,1,1,49.99,19.49,0.0,Standard,2012-04-04
47,2012-03-29,17:49:07,1598,1605,1,1,49.99,19.49,0.0,Standard,2012-04-04
48,2012-03-29,23:09:30,1635,1643,1,1,49.99,19.49,0.0,Standard,2012-04-05
49,2012-03-30,00:25:18,1638,1646,1,1,49.99,19.49,0.0,Express,2012-04-02
50,2012-03-30,02:27:35,1646,1654,1,1,49.99,19.49,0.0,Standard,2012-04-06
51,2012-03-30,10:06:25,1677,1685,1,1,49.99,19.49,0.0,Standard,2012-04-06
52,2012-03-30,10:24:06,1683,1691,1,1,49.99,19.49,0.0,Standard,2012-04-04
53,2012-03-30,12:47:30,1701,1709,1,1,49.99,19.49,0.0,Standard,2012-04-05
54,2012-03-30,14:26:49,1718,1726,1,1,49.99,19.49,0.0,Free Shipping,2012-04-03
55,2012-03-30,14:39:09,1721,1729,1,1,49.99,19.49,0.0,Express,2012-04-01
56,2012-03-31,00:22:18,1782,1790,1,1,49.99,19.49,0.0,Express,2012-04-03
57,2012-03-31,02:32:43,1794,1802,1,1,49.99,19.49,17.9,Standard,2012-04-07
58,2012-03-31,06:40:10,1799,1807,1,1,49.99,19.49,0.0,Express,2012-04-03
59,2012-03-31,10:25:39,1815,1823,1,1,49.99,19.49,12.35,Standard,2012-04-06
60,2012-03-31,19:24:33,1855,1863,1,1,49.99,19.49,0.0,Standard,2012-04-06
61,2012-04-01,06:45:11,1882,1890,1,1,49.99,19.49,0.0,Free Shipping,2012-04-05
62,2012-04-01,12:38:27,1902,1912,1,1,49.99,19.49,0.0,Express,2012-04-04
63,2012-04-01,17:33:26,1929,1939,1,1,49.99,19.49,0.0,Express,2012-04-04
64,2012-04-01,18:26:19,1934,1944,1,1,49.99,19.49,0.0,Express,2012-04-04
65,2012-04-02,11:07:48,2025,2036,1,1,49.99,19.49,0.0,Overnight,2012-04-03
66,2012-04-02,16:32:15,2076,2089,1,1,49.99,19.49,0.0,Express,2012-04-04
67,2012-04-02,17:17:42,2089,2102,1,1,49.99,19.49,5.3,Standard,2012-04-08
68,2012-04-02,18:36:27,2102,2115,1,1,49.99,19.49,0.0,Standard,2012-04-07
69,2012-04-03,10:29:20,2196,2210,1,1,49.99,19.49,1.56,Standard,2012-04-09
70,2012-04-03,11:53:36,2217,2231,1,1,49.99,19.49,0.0,Standard,2012-04-09
71,2012-04-03,15:03:48,2247,2262,1,1,49.99,19.49,0.0,Standard,2012-04-09
72,2012-04-03,16:31:50,2276,2291,1,1,49.99,19.49,0.0,Free Shipping,2012-04-07
73,2012-04-03,16:36:02,1752,2295,1,1,49.99,19.49,10.06,Overnight,2012-04-04
74,2012-04-03,19:09:43,2309,2325,1,1,49.99,19.49,0.0,Standard,2012-04-10
75,2012-04-04,07:47:38,2376,2392,1,1,49.99,19.49,0.0,Express,2012-04-07
76,2012-04-04,11:13:55,2405,2422,1,1,49.99,19.49,0.0,Standard,2012-04-11
77,2012-04-04,11:34:52,2414,2431,1,1,49.99,19.49,0.0,Free Shipping,2012-04-10
78,2012-04-04,18:21:44,2495,2514,1,1,49.99,19.49,13.99,Standard,2012-04-10
79,2012-04-04,19:00:06,2503,2522,1,1,49.99,19.49,0.0,Standard,2012-04-10
80,2012-04-05,10:34:00,383,2624,1,1,49.99,19.49,16.62,Standard,2012-04-10
81,2012-04-05,13:15:34,2644,2668,1,1,49.99,19.49,0.0,Express,2012-04-07
82,2012-04-05,20:11:27,2746,2770,1,1,49.99,19.49,0.0,Standard,2012-04-10
83,2012-04-06,04:04:23,2786,2810,1,1,49.99,19.49,0.0,Express,2012-04-08
84,2012-04-06,12:16:39,2854,2879,1,1,49.99,19.49,16.62,Overnight,2012-04-07
85,2012-04-06,17:13:09,2916,2942,1,1,49.99,19.49,0.0,Standard,2012-04-13
86,2012-04-06,22:48:48,2956,2982,1,1,49.99,19.49,0.0,Standard,2012-04-12
87,2012-04-07,04:47:20,2972,3000,1,1,49.99,19.49,0.0,Free Shipping,2012-04-12
88,2012-04-07,16:15:03,3012,3040,1,1,49.99,19.49,0.0,Standard,2012-04-12
89,2012-04-07,16:55:38,3016,3044,1,1,49.99,19.49,0.0,Standard,2012-04-12
90,2012-04-08,02:25:16,3048,3077,1,1,49.99,19.49,0.0,Standard,2012-04-13
91,2012-04-08,05:52:53,3053,3082,1,1,49.99,19.49,3.15,Standard,2012-04-13
92,2012-04-08,20:50:48,3107,3137,1,1,49.99,19.49,0.0,Express,2012-04-11
93,2012-04-08,21:10:18,3109,3139,1,1,49.99,19.49,0.0,Express,2012-04-11
94,2012-04-08,22:33:08,3116,3147,1,1,49.99,19.49,0.0,Standard,2012-04-13
95,2012-04-09,09:49:50,3158,3189,1,1,49.99,19.49,0.0,Standard,2012-04-16
96,2012-04-09,09:50:14,3157,3188,1,1,49.99,19.49,0.0,Standard,2012-04-15
97,2012-04-09,11:25:30,3177,3208,1,1,49.99,19.49,0.0,Free Shipping,2012-04-15
98,2012-04-09,15:01:23,3215,3247,1,1,49.99,19.49,0.0,Standard,2012-04-15
99,2012-04-09,19:48:47,3263,3295,1,1,49.99,19.49,11.34,Free Shipping,2012-04-13
100,2012-04-09,20:28:57,3267,3299,1,1,49.99,19.49,8.92,Overnight,2012-04-10
101,2012-04-09,22:56:37,3285,3318,1,1,49.99,19.49,17.35,Standard,2012-04-14
102,2012-04-09,23:25:30,3289,3322,1,1,49.99,19.49,0.0,Express,2012-04-12
103,2012-04-10,14:21:17,3386,3421,1,1,49.99,19.49,0.0,Express,2012-04-12
104,2012-04-10,16:40:18,3411,3446,1,1,49.99,19.49,0.0,Standard,2012-04-15
105,2012-04-10,22:27:09,3460,3496,1,1,49.99,19.49,0.0,Standard,2012-04-16
106,2012-04-11,14:13:17,3565,3604,1,1,49.99,19.49,0.0,Express,2012-04-14
107,2012-04-11,15:22:47,3579,3618,1,1,49.99,19.49,0.0,Standard,2012-04-18
108,2012-04-11,16:38:56,3602,3642,1,1,49.99,19.49,0.0,Standard,2012-04-17
109,2012-04-11,20:19:28,3642,3683,1,1,49.99,19.49,0.0,Standard,2012-04-18
110,2012-04-11,21:59:27,3648,3689,1,1,49.99,19.49,7.63,Free Shipping,2012-04-17
111,2012-04-12,10:03:06,3703,3746,1,1,49.99,19.49,0.0,Overnight,2012-04-13
112,2012-04-12,10:51:25,3722,3765,1,1,49.99,19.49,0.0,Standard,2012-04-19
113,2012-04-12,13:30:14,811,3789,1,1,49.99,19.49,0.0,Standard,2012-04-18
114,2012-04-12,15:50:47,3761,3807,1,1,49.99,19.49,0.0,Standard,2012-04-19
115,2012-04-13,02:13:16,3824,3873,1,1,49.99,19.49,0.0,Free Shipping,2012-04-18
116,2012-04-13,14:53:49,3895,3947,1,1,49.99,19.49,0.0,Overnight,2012-04-14
117,2012-04-14,23:26:48,4047,4100,1,1,49.99,19.49,0.0,Standard,2012-04-21
118,2012-04-15,09:00:37,4065,4119,1,1,49.99,19.49,0.0,Express,2012-04-17
119,2012-04-15,13:20:39,4076,4130,1,1,49.99,19.49,0.0,Express,2012-04-17
120,2012-04-15,15:10:58,4082,4136,1,1,49.99,19.49,0.0,Standard,2012-04-22
121,2012-04-15,16:36:31,4086,4140,1,1,49.99,19.49,0.0,Express,2012-04-17
122,2012-04-16,13:22:52,3313,4224,1,1,49.99,19.49,0.0,Standard,2012-04-22
123,2012-04-16,14:54:24,4174,4232,1,1,49.99,19.49,0.0,Express,2012-04-18
124,2012-04-16,15:03:23,4177,4235,1,1,49.99,19.49,12.44,Standard,2012-04-23
125,2012-04-16,17:59:57,4191,4249,1,1,49.99,19.49,0.0,Standard,2012-04-21
126,2012-04-16,19:33:33,167,4258,1,1,49.99,19.49,0.0,Standard,2012-04-22
127,2012-04-17,19:20:42,455,4372,1,1,49.99,19.49,0.0,Standard,2012-04-23
128,2012-04-18,10:28:38,4346,4420,1,1,49.99,19.49,0.0,Free Shipping,2012-04-24
129,2012-04-18,12:10:33,4362,4437,1,1,49.99,19.49,1.69,Overnight,2012-04-19
130,2012-04-18,18:51:07,755,4490,1,1,49.99,19.49,0.0,Overnight,2012-04-19
131,2012-04-18,19:59:44,4423,4501,1,1,49.99,19.49,0.0,Standard,2012-04-25
132,2012-04-19,07:42:08,59,4531,1,1,49.99,19.49,0.0,Standard,2012-04-26
133,2012-04-19,13:21:03,4474,4559,1,1,49.99,19.49,5.49,Overnight,2012-04-20
134,2012-04-19,14:19:40,4480,4566,1,1,49.99,19.49,0.0,Free Shipping,2012-04-25
135,2012-04-19,14:20:15,4481,4567,1,1,49.99,19.49,0.0,Standard,2012-04-26
136,2012-04-19,19:02:48,4519,4605,1,1,49.99,19.49,0.0,Standard,2012-04-26
137,2012-04-19,21:50:45,4533,4620,1,1,49.99,19.49,0.0,Standard,2012-04-24
138,2012-04-20,14:02:15,4590,4685,1,1,49.99,19.49,0.0,Express,2012-04-23
139,2012-04-21,17:39:59,4674,4770,1,1,49.99,19.49,0.0,Express,2012-04-24
140,2012-04-22,11:01:02,4704,4801,1,1,49.99,19.49,0.0,Standard,2012-04-29
141,2012-04-22,16:58:22,4718,4815,1,1,49.99,19.49,0.0,Standard,2012-04-27
142,2012-04-22,21:22:31,4728,4828,1,1,49.99,19.49,0.0,Standard,2012-04-28
143,2012-04-23,11:07:52,4774,4878,1,1,49.99,19.49,0.0,Standard,2012-04-29
144,2012-04-23,11:27:53,4777,4881,1,1,49.99,19.49,0.0,Overnight,2012-04-24
145,2012-04-23,12:31:17,4785,4889,1,1,49.99,19.49,0.0,Standard,2012-04-28
146,2012-04-23,17:12:15,2368,4923,1,1,49.99,19.49,15.6,Standard,2012-04-29
147,2012-04-23,20:59:07,4832,4943,1,1,49.99,19.49,0.0,Standard,2012-04-30
148,2012-04-23,22:39:58,4840,4951,1,1,49.99,19.49,0.0,Express,2012-04-25
149,2012-04-23,22:57:17,3291,4952,1,1,49.99,19.49,1.87,Standard,2012-04-28
150,2012-04-24,19:22:17,4933,5054,1,1,49.99,19.49,0.0,Standard,2012-05-01
151,2012-04-24,23:13:26,210,5065,1,1,49.99,19.49,0.0,Free Shipping,2012-04-28
152,2012-04-25,21:05:32,13,5151,1,1,49.99,19.49,0.0,Express,2012-04-27
153,2012-04-26,15:35:59,5116,5252,1,1,49.99,19.49,16.51,Standard,2012-05-01
154,2012-04-26,17:43:19,5134,5270,1,1,49.99,19.49,0.0,Standard,2012-05-03
155,2012-04-26,22:22:55,5154,5292,1,1,49.99,19.49,0.0,Standard,2012-05-02
156,2012-04-27,01:22:32,5158,5297,1,1,49.99,19.49,0.0,Standard,2012-05-03
157,2012-04-27,19:42:18,5243,5386,1,1,49.99,19.49,0.0,Standard,2012-05-02
158,2012-04-29,16:58:56,5312,5458,1,1,49.99,19.49,0.0,Express,2012-05-01
159,2012-04-30,12:14:59,5387,5538,1,1,49.99,19.49,0.0,Standard,2012-05-05
160,2012-05-01,03:50:09,5461,5619,1,1,49.99,19.49,0.0,Standard,2012-05-06
161,2012-05-01,10:34:08,5488,5650,1,1,49.99,19.49,0.0,Standard,2012-05-07
162,2012-05-01,11:20:19,876,5654,1,1,49.99,19.49,0.0,Express,2012-05-04
163,2012-05-01,12:10:41,4038,5663,1,1,49.99,19.49,0.0,Standard,2012-05-08
164,2012-05-01,16:25:31,5539,5705,1,1,49.99,19.49,0.0,Free Shipping,2012-05-06
165,2012-05-02,11:50:21,5640,5820,1,1,49.99,19.49,8.84,Overnight,2012-05-03
166,2012-05-02,12:56:44,5649,5830,1,1,49.99,19.49,0.0,Standard,2012-05-08
167,2012-05-02,17:15:10,5688,5870,1,1,49.99,19.49,0.0,Standard,2012-05-07
168,2012-05-02,17:24:00,5691,5873,1,1,49.99,19.49,0.0,Express,2012-05-04
169,2012-05-03,09:03:53,3057,5925,1,1,49.99,19.49,18.52,Standard,2012-05-08
170,2012-05-03,09:40:22,2617,5927,1,1,49.99,19.49,0.0,Standard,2012-05-09
171,2012-05-03,15:19:38,5788,5976,1,1,49.99,19.49,0.0,Free Shipping,2012-05-08
172,2012-05-03,16:24:32,5797,5987,1,1,49.99,19.49,1.53,Express,2012-05-05
173,2012-05-03,23:52:58,5824,6017,1,1,49.99,19.49,0.0,Standard,2012-05-09
174,2012-05-04,05:22:36,5840,6036,1,1,49.99,19.49,0.0,Express,2012-05-06
175,2012-05-04,10:24:35,5858,6056,1,1,49.99,19.49,0.0,Overnight,2012-05-05
176,2012-05-04,16:56:05,5918,6123,1,1,49.99,19.49,0.0,Standard,2012-05-09
177,2012-05-08,15:59:05,6237,6481,1,1,49.99,19.49,0.0,Standard,2012-05-13
178,2012-05-08,16:18:21,6242,6487,1,1,49.99,19.49,0.0,Standard,2012-05-14
179,2012-05-09,01:00:09,6288,6536,1,1,49.99,19.49,0.0,Standard,2012-05-14
180,2012-05-09,01:40:07,6291,6539,1,1,49.99,19.49,11.05,Standard,2012-05-15
181,2012-05-09,09:04:41,6313,6562,1,1,49.99,19.49,0.0,Express,2012-05-12
182,2012-05-09,10:16:50,6322,6571,1,1,49.99,19.49,2.14,Express,2012-05-11
183,2012-05-09,13:36:25,6352,6603,1,1,49.99,19.49,0.0,Free Shipping,2012-05-15
184,2012-05-09,14:59:36,2020,6614,1,1,49.99,19.49,0.0,Standard,2012-05-14
185,2012-05-09,17:01:21,6374,6629,1,1,49.99,19.49,0.0,Standard,2012-05-15
186,2012-05-09,17:41:14,6381,6637,1,1,49.99,19.49,0.0,Standard,2012-05-15
187,2012-05-10,09:54:16,6433,6692,1,1,49.99,19.49,0.0,Overnight,2012-05-11
188,2012-05-10,18:45:17,6500,6765,1,1,49.99,19.49,0.0,Standard,2012-05-17
189,2012-05-10,21:29:58,6515,6781,1,1,49.99,19.49,0.0,Standard,2012-05-16
190,2012-05-11,11:10:14,6565,6836,1,1,49.99,19.49,0.0,Standard,2012-05-17
191,2012-05-11,15:06:01,5115,6889,1,1,49.99,19.49,2.21,Standard,2012-05-16
192,2012-05-11,21:20:08,6648,6927,1,1,49.99,19.49,0.0,Standard,2012-05-18
193,2012-05-12,20:44:15,6711,6993,1,1,49.99,19.49,0.0,Standard,2012-05-18
194,2012-05-13,08:21:23,6732,7018,1,1,49.99,19.49,0.0,Free Shipping,2012-05-17
195,2012-05-13,15:56:25,6747,7035,1,1,49.99,19.49,0.0,Standard,2012-05-19
196,2012-05-13,17:04:33,6754,7042,1,1,49.99,19.49,0.0,Overnight,2012-05-14
197,2012-05-14,18:33:40,3659,7140,1,1,49.99,19.49,0.0,Express,2012-05-16
198,2012-05-14,18:51:18,6841,7144,1,1,49.99,19.49,0.0,Standard,2012-05-20
199,2012-05-15,03:20:44,6869,7175,1,1,49.99,19.49,0.0,Free Shipping,2012-05-19
200,2012-05-15,05:20:02,3123,7178,1,1,49.99,19.49,0.0,Overnight,2012-05-16
201,2012-05-15,05:28:05,6872,7179,1,1,49.99,19.49,0.0,Free Shipping,2012-05-21
202,2012-05-15,08:13:34,6880,7188,1,1,49.99,19.49,14.57,Free Shipping,2012-05-21
203,2012-05-15,08:56:05,6882,7191,1,1,49.99,19.49,0.0,Overnight,2012-05-16
204,2012-05-15,15:06:45,6929,7240,1,1,49.99,19.49,0.0,Standard,2012-05-20
205,2012-05-15,15:29:52,872,7245,1,1,49.99,19.49,0.0,Standard,2012-05-20
206,2012-05-15,17:26:16,6948,7263,1,1,49.99,19.49,12.99,Standard,2012-05-20
207,2012-05-16,05:07:43,6994,7311,1,1,49.99,19.49,8.96,Standard,2012-05-21
208,2012-05-16,05:33:50,6995,7312,1,1,49.99,19.49,0.0,Standard,2012-05-22
209,2012-05-17,00:34:13,7097,7421,1,1,49.99,19.49,3.27,Standard,2012-05-23
210,2012-05-17,16:23:20,7176,7507,1,1,49.99,19.49,0.0,Free Shipping,2012-05-21
211,2012-05-17,19:33:38,7195,7528,1,1,49.99,19.49,0.0,Standard,2012-05-24
212,2012-05-18,10:29:28,4607,7577,1,1,49.99,19.49,0.0,Express,2012-05-20
213,2012-05-18,11:38:07,7248,7590,1,1,49.99,19.49,0.0,Standard,2012-05-23
214,2012-05-18,13:43:00,3264,7597,1,1,49.99,19.49,0.0,Standard,2012-05-25
215,2012-05-18,14:24:34,7260,7604,1,1,49.99,19.49,0.0,Free Shipping,2012-05-22
216,2012-05-19,03:45:52,7314,7663,1,1,49.99,19.49,0.0,Free Shipping,2012-05-25
217,2012-05-20,00:54:14,7355,7710,1,1,49.99,19.49,0.0,Express,2012-05-22
218,2012-05-20,09:53:49,7379,7734,1,1,49.99,19.49,0.0,Express,2012-05-22
219,2012-05-20,22:54:22,7425,7787,1,1,49.99,19.49,0.0,Standard,2012-05-26
220,2012-05-20,23:15:35,7430,7792,1,1,49.99,19.49,0.0,Standard,2012-05-25
221,2012-05-20,23:36:57,7432,7795,1,1,49.99,19.49,0.0,Free Shipping,2012-05-25
222,2012-05-21,05:26:35,7455,7820,1,1,49.99,19.49,0.0,Express,2012-05-23
223,2012-05-21,11:52:18,7498,7864,1,1,49.99,19.49,11.39,Standard,2012-05-26
224,2012-05-21,16:48:12,7533,7906,1,1,49.99,19.49,0.0,Express,2012-05-24
225,2012-05-21,22:15:20,7569,7947,1,1,49.99,19.49,0.0,Standard,2012-05-28
226,2012-05-22,05:15:47,7594,7973,1,1,49.99,19.49,0.0,Express,2012-05-24
227,2012-05-22,06:15:19,7599,7978,1,1,49.99,19.49,0.0,Standard,2012-05-27
228,2012-05-22,11:40:48,4430,8001,1,1,49.99,19.49,0.0,Overnight,2012-05-23
229,2012-05-22,13:00:49,7630,8011,1,1,49.99,19.49,0.0,Standard,2012-05-27
230,2012-05-22,16:53:01,1997,8060,1,1,49.99,19.49,0.0,Free Shipping,2012-05-27
231,2012-05-23,03:29:12,7735,8130,1,1,49.99,19.49,0.0,Standard,2012-05-28
232,2012-05-23,22:13:43,4098,8265,1,1,49.99,19.49,0.0,Standard,2012-05-28
233,2012-05-23,23:24:06,7867,8272,1,1,49.99,19.49,0.0,Express,2012-05-25
234,2012-05-24,19:34:52,8016,8435,1,1,49.99,19.49,0.0,Express,2012-05-27
235,2012-05-24,20:47:20,8026,8447,1,1,49.99,19.49,0.0,Standard,2012-05-30
236,2012-05-25,04:56:43,8053,8479,1,1,49.99,19.49,0.0,Standard,2012-05-30
237,2012-05-25,05:03:31,8054,8480,1,1,49.99,19.49,0.0,Overnight,2012-05-26
238,2012-05-25,11:32:25,8090,8519,1,1,49.99,19.49,4.59,Standard,2012-06-01
239,2012-05-25,14:34:54,8114,8543,1,1,49.99,19.49,0.0,Express,2012-05-28
240,2012-05-25,14:47:19,8116,8546,1,1,49.99,19.49,0.0,Express,2012-05-28
241,2012-05-25,16:22:45,8136,8569,1,1,49.99,19.49,0.0,Standard,2012-06-01
242,2012-05-26,13:48:44,8202,8642,1,1,49.99,19.49,0.0,Express,2012-05-28
243,2012-05-26,14:12:31,8203,8643,1,1,49.99,19.49,0.0,Standard,2012-06-02
244,2012-05-26,17:15:58,8216,8656,1,1,49.99,19.49,0.0,Free Shipping,2012-05-31
245,2012-05-27,09:35:20,8250,8694,1,1,49.99,19.49,9.03,Standard,2012-06-01
246,2012-05-27,23:20:09,8289,8738,1,1,49.99,19.49,0.0,Express,2012-05-30
247,2012-05-28,01:00:08,8299,8748,1,1,49.99,19.49,0.0,Standard,2012-06-04
248,2012-05-28,06:32:53,8314,8766,1,1,49.99,19.49,0.0,Standard,2012-06-02
249,2012-05-28,15:16:53,8353,8810,1,1,49.99,19.49,0.0,Express,2012-05-31
250,2012-05-29,06:08:15,8409,8874,1,1,49.99,19.49,0.0,Standard,2012-06-04
251,2012-05-29,10:25:35,8436,8903,1,1,49.99,19.49,0.0,Standard,2012-06-03
252,2012-05-29,10:28:05,8438,8905,1,1,49.99,19.49,0.0,Express,2012-05-31
253,2012-05-29,11:52:28,8453,8921,1,1,49.99,19.49,0.0,Standard,2012-06-04
254,2012-05-29,15:26:24,8484,8953,1,1,49.99,19.49,0.0,Standard,2012-06-03
255,2012-05-29,16:36:43,8493,8963,1,1,49.99,19.49,0.0,Free Shipping,2012-06-04
256,2012-05-29,17:05:01,8501,8971,1,1,49.99,19.49,0.0,Free Shipping,2012-06-03
257,2012-05-29,23:52:45,8548,9020,1,1,49.99,19.49,0.0,Standard,2012-06-05
258,2012-05-30,03:09:09,8559,9032,1,1,49.99,19.49,0.0,Standard,2012-06-06
259,2012-05-30,07:56:12,8567,9042,1,1,49.99,19.49,0.0,Standard,2012-06-06
260,2012-05-30,12:03:14,8594,9073,1,1,49.99,19.49,15.6,Free Shipping,2012-06-05
261,2012-05-30,20:49:37,8676,9166,1,1,49.99,19.49,0.0,Overnight,2012-05-31
262,2012-05-30,23:02:24,8684,9176,1,1,49.99,19.49,0.0,Overnight,2012-05-31
263,2012-05-31,05:33:03,8701,9193,1,1,49.99,19.49,1.12,Standard,2012-06-07
264,2012-05-31,09:04:38,8721,9216,1,1,49.99,19.49,0.0,Standard,2012-06-06
265,2012-05-31,11:07:52,7771,9240,1,1,49.99,19.49,0.0,Overnight,2012-06-01
266,2012-05-31,16:48:56,8792,9294,1,1,49.99,19.49,0.0,Express,2012-06-03
267,2012-05-31,23:09:54,8836,9342,1,1,49.99,19.49,0.0,Express,2012-06-02
268,2012-06-01,06:22:07,8855,9363,1,1,49.99,19.49,0.0,Free Shipping,2012-06-06
269,2012-06-01,12:48:56,8898,9412,1,1,49.99,19.49,0.0,Express,2012-06-03
270,2012-06-01,12:57:29,8899,9413,1,1,49.99,19.49,0.0,Standard,2012-06-08
271,2012-06-01,14:22:14,8911,9428,1,1,49.99,19.49,0.0,Overnight,2012-06-02
272,2012-06-01,18:27:57,8941,9460,1,1,49.99,19.49,0.0,Standard,2012-06-07
273,2012-06-01,20:13:43,8948,9467,1,1,49.99,19.49,0.0,Express,2012-06-04
274,2012-06-02,13:04:20,8992,9514,1,1,49.99,19.49,0.0,Free Shipping,2012-06-07
275,2012-06-02,23:36:33,9022,9547,1,1,49.99,19.49,0.0,Standard,2012-06-07
276,2012-06-03,07:08:32,9033,9562,1,1,49.99,19.49,0.0,Standard,2012-06-09
277,2012-06-03,10:20:20,9038,9568,1,1,49.99,19.49,0.0,Standard,2012-06-09
278,2012-06-03,17:07:33,4154,9590,1,1,49.99,19.49,0.0,Express,2012-06-05
279,2012-06-03,18:13:27,9057,9592,1,1,49.99,19.49,0.0,Standard,2012-06-09
280,2012-06-04,01:52:42,9082,9617,1,1,49.99,19.49,0.0,Express,2012-06-06
281,2012-06-04,18:54:32,9182,9735,1,1,49.99,19.49,0.0,Express,2012-06-07
282,2012-06-05,00:05:08,9209,9765,1,1,49.99,19.49,0.0,Standard,2012-06-10
283,2012-06-05,00:43:45,9213,9769,1,1,49.99,19.49,0.0,Express,2012-06-07
284,2012-06-05,03:25:52,9222,9779,1,1,49.99,19.49,19.39,Standard,2012-06-11
285,2012-06-05,11:58:32,9259,9819,1,1,49.99,19.49,0.0,Standard,2012-06-12
286,2012-06-05,14:05:13,9284,9849,1,1,49.99,19.49,3.3,Free Shipping,2012-06-11
287,2012-06-06,01:28:55,9342,9915,1,1,49.99,19.49,0.0,Overnight,2012-06-07
288,2012-06-06,08:14:09,9357,9932,1,1,49.99,19.49,0.0,Standard,2012-06-13
289,2012-06-06,09:43:17,9364,9942,1,1,49.99,19.49,0.0,Standard,2012-06-12
